,flow id:,first send:_no_sp,last send:_no_sp,last arrive:_no_sp,send num:_no_sp,receive num:_no_sp,send size:_no_sp,receive size:_no_sp,FCT:_no_sp,origin_pg:_no_sp,first send:_sp,last send:_sp,last arrive:_sp,send num:_sp,receive num:_sp,send size:_sp,receive size:_sp,FCT:_sp,origin_pg:_sp,FCT Change,FCT % Change
2191,11:0:231 11:0:41 10050 100 17,2.07312375,199.756993585,199.756681187,66166,66188,63453,63345,197.683557437,2,2.07312375,188.483851934,188.780737463,59296,59503,66038,66038,186.707613713,2,-10.97594372399999,-5.5522795453020555
2192,11:0:231 11:0:41 10000 100 17,2.069999999,16.812664808,17.160965373,404,425,8383,8383,15.090965374,1,2.069999999,4.699896158,5.056271315,32,41,1966,1966,2.986271316,1,-12.104694058,-80.21152893806911
2193,11:0:231 11:0:41 10053 100 17,2.073401948,61.781055092,62.10230689,5866,5935,66038,66038,60.028904942,2,2.073401948,57.204746135,57.524614743,5140,5204,66038,66038,55.451212795,2,-4.577692146999993,-7.625813183537107
2194,11:0:231 11:0:41 10052 100 17,2.073359548,38.455153957,38.783917517,2195,2238,65764,65764,36.710557969,2,2.073359548,37.426528048,37.758388025,2120,2162,65764,65764,35.685028477,2,-1.0255294919999969,-2.793554630430839
2195,11:0:231 11:0:41 10054 100 17,2.073615947,67.776166682,68.091134139,7093,7164,66072,66072,66.017518192,2,2.073615947,59.977344001,60.292140259,5718,5780,66072,66072,58.218524312,2,-7.798993879999998,-11.813521764508076
2196,11:0:231 11:0:41 10035 100 17,2.071878965,19.300689467,19.649536923,621,661,8302,8302,17.577657958,1,2.071878965,4.707969812,4.782863519,102,127,3021,3021,2.710984554,1,-14.866673404,-84.57710031405993
2197,11:0:231 11:0:41 10055 100 17,2.073822946,199.756342988,199.75631699,61805,61792,751600,750140,197.682494044,3,2.073822946,199.983870364,199.983844366,62519,62507,755687,754227,197.91002142,3,0.2275273759999834,0.11509738234552047
2198,11:0:231 11:0:41 10057 100 17,2.074437344,199.811806424,199.811780426,66119,66117,918340,916880,197.737343082,3,2.074437344,199.970685203,199.970659205,66367,66365,919800,918340,197.896221861,3,0.15887877899999125,0.08034839374477969
2199,11:0:231 11:0:41 10058 100 17,2.074740543,199.812732021,199.812706023,66119,66117,943500,942000,197.73796548,3,2.074740543,199.9716108,199.971584802,66369,66367,945000,943500,197.896844259,3,0.15887877899999125,0.08034814084099641
2200,11:0:241 11:0:41 10099 100 17,2.085473712,199.845102726,199.845076728,66142,66140,943500,942000,197.759603016,3,2.085473712,199.710473164,199.710447166,66188,66186,943500,942000,197.624973454,3,-0.13462956199998644,-0.06807738281568762
2201,11:0:241 11:0:41 10098 100 17,2.085164912,199.844488328,199.84446233,66142,66140,935952,934464,197.759297418,3,2.085164912,199.709858766,199.709832768,66188,66186,935952,934464,197.624667856,3,-0.13462956199998644,-0.06807748801585926
2202,11:0:241 11:0:41 10096 100 17,2.084542514,199.842312334,199.842286336,66141,66139,914708,913208,197.757743822,3,2.084542514,199.707452972,199.707426974,66188,66186,914708,913208,197.62288446,3,-0.13485936200001447,-0.06819422561849219
2203,11:0:241 11:0:41 10094 100 17,2.084009515,199.841669137,199.841643139,66139,66137,687497,686404,197.757633624,3,2.084009515,199.709549966,199.709523968,66284,66282,704985,703892,197.625514453,3,-0.13211917099999937,-0.06680863265748813
2204,11:0:241 11:0:41 10093 100 17,2.083706316,199.841137737,199.841111739,66139,66137,918340,916880,197.757405423,3,2.083706316,199.705663977,199.705637979,66186,66184,918340,916880,197.621931663,3,-0.13547375999999645,-0.06850502498767123
2205,11:0:241 11:0:41 10092 100 17,2.083395117,199.840531339,199.840505341,66137,66135,943500,942000,197.757110224,3,2.083395117,199.705057579,199.705031581,66184,66182,943500,942000,197.621636464,3,-0.13547375999999645,-0.06850512724753358
2206,11:0:241 11:0:41 10091 100 17,2.083083918,199.838983344,199.838957346,66135,66133,943500,942000,197.755873428,3,2.083083918,199.703509584,199.703483586,66183,66181,943500,942000,197.620399668,3,-0.13547375999999645,-0.06850555568925767
2207,11:0:241 11:0:41 10090 100 17,2.082772719,174.137819627,174.42900395,48080,48250,795176,795176,172.346231231,3,2.082772719,174.023117277,174.311424415,48140,48310,795176,795176,172.228651696,3,-0.1175795350000044,-0.06822286403374239
2208,11:0:241 11:0:41 10089 100 17,2.082596519,199.837108551,199.837082553,66132,66130,890065,888605,197.754486034,3,2.082596519,199.998511526,199.998485528,66382,66380,891525,890065,197.915889009,3,0.16140297500001566,0.08161785769667222
2209,11:0:241 11:0:41 10088 100 17,2.08229332,199.835889354,199.835855356,66132,66130,913603,912143,197.753562036,3,2.08229332,199.997292329,199.997258331,66381,66379,915063,913603,197.914965011,3,0.16140297499998724,0.08161823905382026
2210,11:0:241 11:0:41 10086 100 17,2.081678922,199.834971757,199.834937759,66131,66129,911095,909635,197.753258837,3,2.081678922,199.996374732,199.996340734,66381,66379,912555,911095,197.914661812,3,0.16140297499998724,0.08161836419243294
2211,11:0:241 11:0:41 10083 100 17,2.080930125,199.832890763,199.832864765,66130,66128,932126,930626,197.75193464,3,2.080930125,199.994293738,199.99426774,66380,66378,933626,932126,197.913337615,3,0.16140297499998724,0.08161891072965496
2212,11:0:241 11:0:41 10082 100 17,2.080626926,199.831661967,199.831627969,66127,66125,915479,914019,197.751001043,3,2.080626926,199.993064942,199.993030944,66377,66375,916939,915479,197.912404018,3,0.16140297499998724,0.08161929605852712
2213,11:0:241 11:0:41 10081 100 17,2.080315727,199.831350768,199.83132477,66127,66125,943500,942000,197.751009043,3,2.080315727,199.992753743,199.992727745,66375,66373,945000,943500,197.912412018,3,0.16140297499998724,0.08161929275662555
2214,11:0:241 11:0:41 10079 100 17,2.079693329,199.827826375,199.827800377,66127,66125,936329,934829,197.748107048,3,2.079693329,199.989005351,199.988979353,66375,66373,937829,936329,197.909286024,3,0.1611789760000022,0.08150721562198253
2215,11:0:241 11:0:41 10076 100 17,2.078841131,199.823930987,199.823904989,66125,66123,943500,942000,197.745063858,3,2.078841131,199.984492762,199.984466764,66373,66371,945000,943500,197.905625633,3,0.1605617749999908,0.08119635042586429
2216,11:0:241 11:0:41 10075 100 17,2.078529932,199.82300539,199.822979392,66125,66123,943500,942000,197.74444946,3,2.078529932,199.983263966,199.983237968,66373,66371,945000,943500,197.904708036,3,0.16025857599998972,0.0810432740021899
2217,11:0:241 11:0:41 10074 100 17,2.078510733,98.18781801,98.50084331,15075,15162,379564,379564,96.422332577,3,2.078510733,90.319668846,90.629801766,13078,13157,379564,379564,88.551291033,3,-7.871041544000008,-8.163089746573418
2218,11:0:241 11:0:41 10072 100 17,2.077969734,199.74607602,199.745978222,66008,66006,686404,685311,197.668008488,3,2.077969734,199.901804601,199.901778603,66341,66338,702799,701706,197.823808869,3,0.15580038100000593,0.07881921925138646
2219,11:0:241 11:0:41 10070 100 17,2.077347336,199.818411803,199.818385805,66122,66120,943500,942000,197.741038469,3,2.077347336,199.977564382,199.977538384,66370,66368,945000,943500,197.900191048,3,0.1591525790000219,0.08048535611638975
2220,11:0:241 11:0:41 10069 100 17,2.077036137,199.816904208,199.81687821,66120,66118,943500,942000,197.739842073,3,2.077036137,199.975329188,199.97530319,66370,66368,945000,943500,197.898267053,3,0.1584249800000066,0.08011788536855438
2221,11:0:241 11:0:41 10068 100 17,2.076724938,199.815746612,199.815720614,66119,66117,943500,942000,197.738995676,3,2.076724938,199.97470679,199.974680792,66370,66368,945000,943500,197.897955854,3,0.15896017800000095,0.08038888710675002
2222,11:0:241 11:0:41 10067 100 17,2.076421739,199.746929817,199.746903819,66077,66075,916880,915420,197.67048208,3,2.076421739,199.904203795,199.904177797,66321,66319,918340,916880,197.827756058,3,0.1572739780000063,0.07956371449347473
2223,11:0:241 11:0:41 10066 100 17,2.076191939,199.815124214,199.815098216,66119,66117,687497,686404,197.738906277,3,2.076191939,199.976323986,199.976297988,66424,66422,698427,697334,197.900106049,3,0.16119977199997493,0.08152152504280584
2224,11:0:241 11:0:41 10065 100 17,2.07588074,199.813960817,199.813934819,66119,66117,934780,933280,197.738054079,3,2.07588074,199.972839596,199.972813598,66370,66368,936280,934780,197.896932858,3,0.15887877900001968,0.0803481048400247
2225,11:0:241 11:0:41 10062 100 17,2.075536743,199.74577442,199.745748422,61876,61867,832320,830868,197.670211679,3,2.075536743,199.902978998,199.902953,62528,62519,867168,865716,197.827416257,3,0.1572045780000053,0.0795287143493793
2226,11:0:241 11:0:41 10061 100 17,2.075225544,199.746315419,199.746289421,54122,54090,790272,788772,197.671063877,3,2.075225544,199.903589397,199.903563399,54374,54342,791772,790272,197.828337855,3,0.1572739780000063,0.07956348031691142
2227,11:0:241 11:0:41 10059 100 17,2.074613545,199.809113631,199.809087633,66118,66116,915487,914027,197.734474088,3,2.074613545,199.968216409,199.968190411,66365,66363,916947,915487,197.893576866,3,0.1591027779999763,0.08046284227057392
2228,11:0:241 11:0:41 10021 100 17,2.07107018,14.235093974,14.605465699,297,319,8378,8378,12.534395519,1,2.07107018,8.725137822,8.725434422,250,263,8851,8851,6.654364242,1,-5.8800312770000005,-46.911167499756004
2229,11:0:241 11:0:41 10084 100 17,2.081241324,199.849564514,199.849353716,66156,66158,363578,363002,197.768112392,3,2.081241324,199.904506994,199.904304196,66375,66376,367610,367034,197.823062872,3,0.054950480000002244,0.027785308427823712
2230,11:0:241 11:0:41 10005 100 17,2.070216995,34.216034144,34.552039671,1726,1766,8267,8267,32.481822676,1,2.070216995,16.080436897,16.080851097,969,979,8878,8878,14.010634102,1,-18.471188574000003,-56.86623179446115
2231,11:0:241 11:0:41 10024 100 17,2.071231177,11.566557413,11.955249998,213,233,8198,8198,9.884018821,1,2.071231177,6.829981589,6.830076187,175,190,8664,8664,4.75884501,1,-5.125173811,-51.85313690531266
2232,11:0:241 11:0:41 10019 100 17,2.070889982,11.947661469,12.335040277,199,215,8502,8502,10.264150295,1,2.070889982,7.341948644,7.342289645,158,166,9154,9154,5.271399663,1,-4.992750632,-48.642610333094304
2233,11:0:241 11:0:41 10071 100 17,2.077658535,199.819647,199.819621002,66122,66120,943500,942000,197.741962467,3,2.077658535,199.979106378,199.97908038,66371,66369,945000,943500,197.901421845,3,0.15945937799997978,0.08064013121473447
2234,11:0:241 11:0:41 10016 100 17,2.070749785,14.691821723,15.058788528,328,352,8295,8295,12.988038743,1,2.070749785,4.810749559,4.811029957,54,67,3145,3145,2.740280172,1,-10.247758571,-78.90150910215836
2235,11:0:241 11:0:41 10073 100 17,2.078199534,199.821849993,199.821823995,66124,66122,937965,936465,197.743624461,3,2.078199534,199.982641568,199.98261557,66373,66371,939465,937965,197.904416036,3,0.16079157499999042,0.08131315254196858
2236,11:0:241 11:0:41 10020 100 17,2.070991381,10.006821689,10.403192996,140,153,8651,8651,8.332201615,1,2.070991381,6.642635776,6.643048776,109,116,8651,8651,4.572057395,1,-3.760144220000001,-45.127859283083374
2237,11:0:241 11:0:41 10014 100 17,2.070668987,12.77556324,13.161584103,249,271,8451,8451,11.090915116,1,2.070668987,7.654656813,7.654965413,223,237,8950,8950,5.584296426,1,-5.50661869,-49.64981367548319
2238,11:0:241 11:0:41 10026 100 17,2.071364575,14.256952652,14.627537377,312,335,8300,8300,12.556172802,1,2.071364575,6.739870233,6.740578223,215,228,8850,8850,4.669213648,1,-7.886959154,-62.81340085367201
2239,11:0:241 11:0:41 10028 100 17,2.071486173,10.403381391,10.795717729,148,161,8422,8422,8.724231556,1,2.071486173,6.795719684,6.796222481,110,118,8422,8422,4.724736308,1,-3.9994952479999997,-45.84352469701917
2240,11:0:241 11:0:41 10018 100 17,2.070853183,14.999039152,15.362937983,355,383,8321,8321,13.2920848,1,2.070853183,6.745788762,6.74623716,238,256,8765,8765,4.675383977,1,-8.616700822999999,-64.82580387239177
2241,11:0:241 11:0:41 10077 100 17,2.07915233,199.824783185,199.824757187,66126,66124,687497,686404,197.745604857,3,2.07915233,199.992212744,199.992105347,66441,66439,700613,699520,197.912953017,3,0.1673481600000173,0.08462800481509328
2242,11:0:241 11:0:41 10002 100 17,2.070103397,15.699776983,16.059306101,347,368,8276,8276,13.989202704,1,2.070103397,8.651787552,8.652117752,253,263,8708,8708,6.582014355,1,-7.407188349,-52.949324602195006
2243,11:0:241 11:0:41 10027 100 17,2.071432374,14.256997651,14.627598176,301,321,8316,8316,12.556165802,1,2.071432374,7.938980695,7.939460095,217,227,8819,8819,5.868027721,1,-6.688138081000001,-53.26576748400921
2244,11:0:241 11:0:41 10001 100 17,2.070068398,14.734452563,15.101022372,332,359,8247,8247,13.030953974,1,2.070068398,6.780235668,6.780393667,235,252,8712,8712,4.710325269,1,-8.320628705,-63.85279789646812
2245,11:0:241 11:0:41 10030 100 17,2.071614571,23.526677532,23.873156469,873,917,8228,8228,21.801541898,1,2.071614571,4.714946879,4.763146171,88,113,2606,2606,2.6915316,1,-19.110010298,-87.65439796601306
2246,11:0:241 11:0:41 10004 100 17,2.070174996,23.77774601,24.128649355,823,852,8226,8226,22.058474359,1,2.070174996,12.13089652,12.131422918,507,516,8736,8736,10.061247922,1,-11.997226437000002,-54.38828742979251
2247,11:0:241 11:0:41 10056 100 17,2.073691947,199.805434244,199.805408246,66115,66113,943500,942000,197.731716299,3,2.073691947,199.965275217,199.965249219,66364,66362,945000,943500,197.891557272,3,0.15984097300000144,0.08083729610595092
2248,11:0:241 11:0:41 10000 100 17,2.069999999,20.393258514,20.737680198,610,639,8213,8213,18.667680199,1,2.069999999,7.616642389,7.617024186,335,349,8213,8213,5.547024187,1,-13.120656012,-70.28541239260598
2249,11:0:241 11:0:41 10007 100 17,2.070276993,13.155752932,13.526878264,261,280,8352,8352,11.456601271,1,2.070276993,4.816793874,4.84091196,46,56,2883,2883,2.770634967,1,-8.685966304,-75.81625735711616
2250,11:0:241 11:0:41 10080 100 17,2.080004528,199.83072837,199.830702372,66127,66125,943500,942000,197.750697844,3,2.080004528,199.991901545,199.991875547,66375,66373,945000,943500,197.911871019,3,0.16117317499998762,0.08150321427797572
2251,11:0:241 11:0:41 10012 100 17,2.070603189,18.193059084,18.551128113,559,596,8239,8239,16.480524924,1,2.070603189,7.20745583,7.20752623,352,381,8698,8698,5.136923041,1,-11.343601883000002,-68.83034330102386
2252,11:0:241 11:0:41 10017 100 17,2.070813584,17.510802569,17.864700958,442,463,8255,8255,15.793887374,1,2.070813584,9.35170672,9.351911921,307,315,8691,8691,7.281098337,1,-8.512789037000001,-53.89926390771793
2253,11:0:241 11:0:41 10037 100 17,2.072049365,18.187447318,18.545624347,508,538,8272,8272,16.473574982,1,2.072049365,6.760799256,6.761130456,283,301,8667,8667,4.689081091,1,-11.784493890999999,-71.53574074769097
2254,11:0:241 11:0:41 10025 100 17,2.071297776,14.65078188,15.018005283,309,329,8232,8232,12.946707507,1,2.071297776,4.709115591,4.810747761,36,45,2357,2357,2.739449985,1,-10.207257521999999,-78.84056634848018
2255,11:0:241 11:0:41 10058 100 17,2.074314345,199.74547282,199.745446822,65966,65963,897338,895898,197.671132477,3,2.074314345,199.903280598,199.9032522,66210,66207,898778,897338,197.828937855,3,0.15780537800000616,0.0798322830564891
2256,11:0:241 11:0:41 10023 100 17,2.071184578,16.514179443,16.868795405,397,418,8348,8348,14.797610827,1,2.071184578,4.709033793,4.802782064,36,45,1834,1834,2.731597486,1,-12.066013341,-81.54028026594756
2257,11:0:241 11:0:41 10008 100 17,2.070334192,14.6467223,15.013826301,305,324,8325,8325,12.943492109,1,2.070334192,7.616670588,7.617047385,240,248,8898,8898,5.546713193,1,-7.396778915999999,-57.14670240233543
2258,11:0:241 11:0:41 10009 100 17,2.070390791,10.050161465,10.446719569,142,154,8442,8442,8.376328778,1,2.070390791,6.734842892,6.73533969,115,122,8442,8442,4.664948899,1,-3.711379879,-44.30795372726713
2259,11:0:241 11:0:41 10064 100 17,2.075861541,199.849253315,199.849227317,66147,66146,942216,940716,197.773365776,3,2.075861541,199.713867953,199.713841955,66192,66191,942216,940716,197.637980414,3,-0.13538536199999385,-0.06845480000240912
2260,11:0:241 11:0:41 10040 100 17,2.072175962,12.034659456,12.421490861,224,246,8229,8229,10.349314899,1,2.072175962,4.81006617,4.81080536,48,62,3440,3440,2.738629398,1,-7.610685500999999,-73.53806097575966
2261,11:0:241 11:0:41 10006 100 17,2.070245594,12.733272035,13.120508698,245,266,8230,8230,11.050263104,1,2.070245594,6.803571206,6.803749406,189,202,8826,8826,4.733503812,1,-6.316759292,-57.1638813714168
2262,11:0:241 11:0:41 10031 100 17,2.07164797,16.808578028,17.15699159,433,462,8327,8327,15.08534362,1,2.07164797,7.239043857,7.239396256,267,283,8750,8750,5.167748286,1,-9.917595334,-65.74325109075639
2263,11:0:241 11:0:41 10057 100 17,2.074003146,199.807876835,199.807850837,66121,66120,933554,932054,197.733847691,3,2.074003146,199.966749813,199.966723815,66368,66367,935054,933554,197.892720669,3,0.1588729780000051,0.08034688034204289
2264,11:0:241 11:0:41 10032 100 17,2.071711969,9.227456929,9.62608403,123,136,8317,8317,7.554372061,1,2.071711969,6.599825699,6.601411674,102,110,8317,8317,4.529699705,1,-3.024672356,-40.03869986249543
2265,11:0:241 11:0:41 10087 100 17,2.081982121,199.835578155,199.835552157,66131,66129,943500,942000,197.753570036,3,2.081982121,199.99698113,199.996955132,66381,66379,945000,943500,197.914973011,3,0.16140297499998724,0.0816182357520042
2266,11:0:241 11:0:41 10050 100 17,2.073182953,52.71284229,53.035340869,4250,4314,66208,66208,50.962157916,2,2.073182953,51.011696716,51.3317295,4031,4095,66208,66208,49.258546547,2,-1.7036113690000008,-3.3428948825283897
2267,11:0:241 11:0:41 10055 100 17,2.073670348,199.803985247,199.803959249,66126,66127,935744,934244,197.730288901,3,2.073670348,199.964662418,199.96463642,66406,66407,946244,944744,197.890966072,3,0.16067717100000323,0.08126077794811265
2268,11:0:241 11:0:41 10085 100 17,2.081367723,199.834660558,199.83463456,66131,66129,943500,942000,197.753266837,3,2.081367723,199.996063533,199.996037535,66381,66379,945000,943500,197.914669812,3,0.16140297499998724,0.08161836089060676
2269,11:0:241 11:0:41 10010 100 17,2.07042599,13.8600177,14.234932178,282,304,8422,8422,12.164506188,1,2.07042599,6.736179476,6.736526876,183,196,8422,8422,4.666100886,1,-7.498405302000001,-61.64167444295438
2270,11:0:241 11:0:41 10033 100 17,2.071825969,13.500816981,13.874847603,276,296,8282,8282,11.803021634,1,2.071825969,6.773586712,6.773649311,232,243,8757,8757,4.701823342,1,-7.101198292,-60.164240244584136
2271,11:0:241 11:0:41 10097 100 17,2.084853713,199.843868329,199.843842331,66142,66140,943500,942000,197.758988618,3,2.084853713,199.709008967,199.708982969,66188,66186,943500,942000,197.624129256,3,-0.13485936199998605,-0.06819379636921907
2272,11:0:241 11:0:41 10013 100 17,2.070646988,30.752333404,31.090911458,1388,1425,8268,8268,29.02026447,1,2.070646988,15.264699723,15.264908922,846,856,8627,8627,13.194261934,1,-15.826002536,-54.53431533113798
2273,11:0:241 11:0:41 10034 100 17,2.071876168,12.343074799,12.733086635,232,251,8396,8396,10.661210467,1,2.071876168,6.74001823,6.740823819,171,183,8904,8904,4.668947651,1,-5.992262816,-56.20621443079143
2274,11:0:241 11:0:41 10095 100 17,2.084239315,199.822161192,199.822127194,65720,65717,909646,908186,197.737887879,3,2.084239315,199.989834149,199.989808151,65971,65968,911106,909646,197.905568836,3,0.16768095699998753,0.0847996096239255
2275,11:0:241 11:0:41 10054 100 17,2.073648349,67.449664067,67.765178517,7053,7127,65657,65657,65.691530168,2,2.073648349,4.779741577,4.810621364,54,65,4487,4487,2.736973015,2,-62.954557153,-95.83359832234012
2276,11:0:241 11:0:41 10003 100 17,2.070134796,24.93634513,25.289267895,949,988,8227,8227,23.219133099,1,2.070134796,8.014087908,8.014380109,501,519,8686,8686,5.944245313,1,-17.274887786,-74.39936586927956
2277,11:0:241 11:0:41 10035 100 17,2.071934367,16.103885296,16.459853643,371,391,8204,8204,14.387919276,1,2.071934367,4.709634379,4.798978719,33,41,1840,1840,2.727044352,1,-11.660874924,-81.04629099115887
2278,11:0:241 11:0:41 10060 100 17,2.074916744,199.811194425,199.811168427,66119,66117,935952,934464,197.736251683,3,2.074916744,199.970073204,199.970047206,66366,66364,937440,935952,197.895130462,3,0.15887877899999125,0.08034883722520292
2279,11:0:241 11:0:41 10036 100 17,2.071965766,14.646296304,15.013384505,302,321,8364,8364,12.941418739,1,2.071965766,8.068965845,8.069350645,223,231,8828,8828,5.997384879,1,-6.944033859999999,-53.65743895662381
2280,11:0:241 11:0:41 10015 100 17,2.070727186,25.888773595,26.237280577,980,1012,8207,8207,24.166553391,1,2.070727186,13.156640593,13.15711499,597,607,8660,8660,11.086387804,1,-13.080165587000002,-54.12507681741352
2281,11:0:241 11:0:41 10046 100 17,2.072482356,65.554406607,65.870570452,6635,6703,65613,65613,63.798088096,2,2.072482356,64.066774573,64.37735744,6405,6475,65613,65613,62.304875084,2,-1.4932130119999982,-2.3405294054472137
2282,11:0:241 11:0:41 10063 100 17,2.075558342,199.813346419,199.813320421,66119,66117,918340,916880,197.737762079,3,2.075558342,199.972225198,199.9721992,66369,66367,919800,918340,197.896640858,3,0.15887877900001968,0.08034822349033392
2283,11:0:241 11:0:41 10038 100 17,2.072097764,24.172414989,24.522298147,855,884,8237,8237,22.450200383,1,2.072097764,12.882444315,12.882750515,569,578,8636,8636,10.810652751,1,-11.639547632,-51.84607457140486
2284,11:0:241 11:0:41 10011 100 17,2.070489389,10.499840124,10.889546277,165,178,8664,8664,8.819056888,1,2.070489389,6.735567082,6.73605368,138,146,8812,8812,4.665564291,1,-4.1534925970000005,-47.09678880347869
2285,11:0:241 11:0:41 10051 100 17,2.073390352,60.459816392,60.779817398,5628,5700,65558,65558,58.706427046,2,2.073390352,53.638408974,53.956354767,4571,4639,65666,65666,51.882964415,2,-6.823462631000005,-11.623024895814922
2286,11:0:241 11:0:41 10047 100 17,2.072727756,66.923285059,67.240628509,6911,6982,65686,65686,65.167900753,2,2.072727756,59.679047712,59.993866959,5618,5680,65686,65686,57.921139203,2,-7.246761549999995,-11.120139618225144
2287,11:0:241 11:0:41 10039 100 17,2.072121963,12.749480555,13.13568562,249,271,8291,8291,11.063563657,1,2.072121963,4.771087076,4.790722618,48,61,3401,3401,2.718600655,1,-8.344963002,-75.42744147108586
2288,11:0:241 11:0:41 10022 100 17,2.071136779,12.729061874,13.116048733,245,266,8278,8278,11.044911954,1,2.071136779,4.715421464,4.715592062,49,61,3345,3345,2.644455283,1,-8.400456671,-76.05725338496438
2289,11:0:241 11:0:41 10041 100 17,2.072232161,11.94895366,12.336301869,199,215,8502,8502,10.264069708,1,2.072232161,7.342090243,7.342431244,158,166,9154,9154,5.270199083,1,-4.993870625,-48.653904027051645
2290,11:0:241 11:0:41 10042 100 17,2.07233356,32.420763853,32.758143168,1559,1599,8253,8253,30.685809608,1,2.07233356,4.010344514,4.975300781,41,52,765,765,2.902967221,1,-27.782842387,-90.53970790380197
2291,11:0:241 11:0:41 10043 100 17,2.072355159,26.282642608,26.626727801,1006,1036,8305,8305,24.554372642,1,2.072355159,13.497585414,13.497734215,646,654,8717,8717,11.425379056,1,-13.128993586,-53.469065479372055
2292,11:0:241 11:0:41 10044 100 17,2.072401958,13.175319841,13.546049377,257,277,8333,8333,11.473647419,1,2.072401958,4.746452231,4.810965558,41,52,2687,2687,2.7385636,1,-8.735083819,-76.13170860152958
2293,11:0:241 11:0:41 10045 100 17,2.072460357,73.309694597,73.61633188,8385,8465,65726,65726,71.543871523,2,2.072460357,69.381776094,69.693991375,7591,7666,65726,65726,67.621531018,2,-3.922340505000008,-5.4824269661434935
2294,11:0:241 11:0:41 10078 100 17,2.07938213,199.827203977,199.827177979,66127,66125,942480,940980,197.747795849,3,2.07938213,199.986351956,199.986325958,66374,66372,943980,942480,197.906943828,3,0.15914797900001076,0.08048027959893722
2295,11:0:241 11:0:41 10029 100 17,2.071548372,15.382289307,15.744693578,356,381,8199,8199,13.673145206,1,2.071548372,4.71902261,4.774369239,51,65,3123,3123,2.702820867,1,-10.970324339,-80.23263246108175
2296,11:0:241 11:0:41 10048 100 17,2.072749755,65.025213026,65.344215456,6525,6599,65847,65847,63.271465701,2,2.072749755,61.228997461,61.549741713,5889,5959,65847,65847,59.476991958,2,-3.7944737429999975,-5.997132674200127
2297,11:0:241 11:0:41 10049 100 17,2.072965154,28.767387035,29.111528897,1193,1221,53473,53473,27.038563743,2,2.072965154,27.980954987,28.324286509,1162,1189,53473,53473,26.251321355,2,-0.7872423879999992,-2.911554014047096
2298,11:0:241 11:0:41 10052 100 17,2.073412351,166.770895899,167.069556214,45617,45805,65538,65538,164.996143863,2,2.073412351,150.48202101,150.783515732,37433,37599,66053,66053,148.710103381,2,-16.286040481999976,-9.870558244999133
2299,11:0:241 11:0:41 10053 100 17,2.07344115,34.854752489,35.194571604,1777,1812,65685,65685,33.121130454,2,2.07344115,33.830123902,34.168890065,1714,1747,65685,65685,32.095448915,2,-1.0256815390000042,-3.096758851345709
2300,11:0:251 11:0:41 10099 100 17,2.087408911,199.817167007,199.817141009,65951,65949,790024,788766,197.729732098,3,2.087408911,199.902721398,199.9026514,66195,66193,791282,790024,197.815242489,3,0.0855103910000139,0.043246096625282796
2301,11:0:251 11:0:41 10098 100 17,2.087107311,199.851995106,199.851959509,66145,66142,913308,911856,197.764852198,3,2.087107311,199.71480155,199.714765953,66190,66188,913308,911856,197.627658642,3,-0.13719355599999972,-0.06937206206016984
2302,11:0:251 11:0:41 10095 100 17,2.086173714,199.851372708,199.85134671,66144,66142,943500,942000,197.765172996,3,2.086173714,199.714179152,199.714153154,66190,66188,943500,942000,197.62797944,3,-0.13719355599999972,-0.06937194953065604
2303,11:0:251 11:0:41 10093 100 17,2.085560116,199.849916313,199.849890315,66144,66142,745939,744461,197.764330199,3,2.085560116,199.713561154,199.713530756,66189,66187,745939,744461,197.62797064,3,-0.13635955899999885,-0.0689505326176805
2304,11:0:251 11:0:41 10086 100 17,2.083558322,199.845725124,199.845699126,66143,66141,943500,942000,197.762140804,3,2.083558322,199.711095562,199.711069564,66189,66187,943500,942000,197.627511242,3,-0.13462956200001486,-0.06807650921085286
2305,11:0:251 11:0:41 10084 100 17,2.082943924,199.844791527,199.844765529,66142,66140,918340,916880,197.761821605,3,2.082943924,199.710161965,199.710135967,66188,66186,918340,916880,197.627192043,3,-0.13462956199998644,-0.06807661909025549
2306,11:0:251 11:0:41 10083 100 17,2.082632725,199.844179528,199.84415353,66142,66140,943500,942000,197.761520805,3,2.082632725,199.709320166,199.709294168,66188,66186,943500,942000,197.626661443,3,-0.13485936200001447,-0.06819292319914483
2307,11:0:251 11:0:41 10082 100 17,2.082321526,199.84355713,199.843531132,66142,66140,943500,942000,197.761209606,3,2.082321526,199.708697768,199.70867177,66188,66186,943500,942000,197.626350244,3,-0.13485936199998605,-0.06819303050819046
2308,11:0:251 11:0:41 10076 100 17,2.080471931,199.838360946,199.838334948,66134,66132,918340,916880,197.757863017,3,2.080471931,199.999732322,199.999706324,66382,66380,919800,918340,197.919234393,3,0.16137137600000528,0.08160048532994776
2309,11:0:251 11:0:41 10074 100 17,2.079857533,199.836503752,199.836477754,66132,66130,943500,942000,197.756620221,3,2.079857533,199.997906727,199.997880729,66382,66380,945000,943500,197.918023196,3,0.16140297500001566,0.08161697687776123
2310,11:0:251 11:0:41 10072 100 17,2.079322335,199.817789405,199.817763407,65636,65632,933120,931620,197.738441072,3,2.079322335,199.976941984,199.976915986,65884,65880,934620,933120,197.897593651,3,0.15915257899999347,0.08048641333327962
