,flow id:,first send:_no_sp,last send:_no_sp,last arrive:_no_sp,send num:_no_sp,receive num:_no_sp,send size:_no_sp,receive size:_no_sp,FCT:_no_sp,origin_pg:_no_sp,transfer delay:_no_sp,first send:_sp,last send:_sp,last arrive:_sp,send num:_sp,receive num:_sp,send size:_sp,receive size:_sp,FCT:_sp,origin_pg:_sp,transfer delay:_sp,FCT Change,FCT % Change
88,11:0:11 11:0:41 10042 100 17,2.001175358,127.533894972,127.553009298,2214,2217,2369,2369,125.55183394,1,0,2.001175358,127.537979802,127.538228002,2214,2214,2369,2369,125.537052644,1,0,-0.014781295999995336,-0.011773062595851189
89,11:0:11 11:0:41 10007 100 17,2.000199993,104.406081706,104.42426844,1356,1357,2874,2874,102.424068447,1,0,2.000199993,104.287246985,104.287533386,1356,1356,2874,2874,102.287333393,1,0,-0.13673505399999897,-0.1334989481215086
90,11:0:11 11:0:41 10045 100 17,2.001250955,170.751725082,170.767436627,354939,355020,401905,401905,168.766185672,2,0,2.001250955,139.596283926,139.596492725,282413,282417,401905,401905,137.59524177,2,0,-31.170943902000005,-18.469898918365836
91,11:0:11 11:0:41 10047 100 17,2.001330352,162.180618802,162.197899543,281465,281537,726717,726717,160.196569191,2,0,2.001330352,146.185130655,146.185373056,250529,250530,726717,726717,144.184042704,2,0,-16.012526487000002,-9.995548948310187
92,11:0:11 11:0:41 10094 100 17,2.004305703,4046.870381954,4046.870437554,32516335,32516356,1249560,1249560,4044.866131851,3,0,2.004305703,4045.286154379,4045.286209979,32491663,32491664,1249560,1249560,4043.281904276,3,0,-1.5842275749996588,-0.039166378400629275
93,11:0:11 11:0:41 10062 100 17,2.002352934,570.733833466,570.734117667,46353807,46354291,108307685,108307685,568.731764733,3,0,2.002352934,576.973916955,576.974191916,46922833,46923343,108307685,108307685,574.971838982,3,0,6.240074249000031,1.097191090061504
94,11:0:11 11:0:41 10011 100 17,2.000313189,128.550647733,128.570288062,2196,2198,3534,3534,126.569974873,1,0,2.000313189,128.566770874,128.567004475,2198,2198,3534,3534,126.566691286,1,0,-0.0032835870000127443,-0.002594285890715778
95,11:0:11 11:0:41 10050 100 17,2.001488949,172.362477553,172.37986369,338132,338212,796274,796274,170.378374741,2,0,2.001488949,153.463765066,153.464139063,299732,299735,796274,796274,151.462650114,2,0,-18.915724626999975,-11.102186328373326
96,11:0:11 11:0:41 10051 100 17,2.001551948,139.82761581,139.847639541,32102,32103,47544,47544,137.846087593,2,0,2.001551948,139.713696131,139.714008732,32079,32079,47544,47544,137.712456784,2,0,-0.1336308089999818,-0.09694203972951045
97,11:0:11 11:0:41 10054 100 17,2.001726545,227.148011715,227.156195287,850186,850311,957171,957171,225.154468742,2,0,2.001726545,139.047777244,139.048197444,508470,508471,957171,957171,137.046470899,2,0,-88.10799784299999,-39.132244780787
98,11:0:11 11:0:41 10056 100 17,2.00218294,172.01814089,172.032762844,460257,460353,6966217,6966217,170.030579904,3,0,2.00218294,175.618539875,175.632243637,476680,476782,6966217,6966217,173.630060697,3,0,3.599480792999998,2.1169608402396087
99,11:0:11 11:0:41 10055 100 17,2.001875741,175.931933056,175.947709209,275660,275727,4746948,4746948,173.945833468,3,0,2.001875741,180.004052214,180.020260969,287123,287201,4746948,4746948,178.018385228,3,0,4.07255176000001,2.34127583213956
100,11:0:21 11:0:41 10097 100 17,2.010058473,132.789250788,132.808475325,194415,194462,3594153,3594153,130.798416852,3,0,2.010058473,135.82225294,135.840253882,201358,201413,3594153,3594153,133.830195409,3,0,3.0317785569999955,2.3179015694283898
101,11:0:21 11:0:41 10094 100 17,2.008714884,435.244245355,435.24610975,10358901,10359218,41473723,41473723,433.237394866,3,0,2.008714884,435.498695512,435.501058303,10251305,10251623,41473723,41473723,433.492343419,3,0,0.25494855300001973,0.058847310047849204
102,11:0:21 11:0:41 10093 100 17,2.008647886,295.364867982,295.370035569,3094768,3095006,20970676,20970676,293.361387683,3,0,2.008647886,300.56798811,300.572790699,3201539,3201782,20970676,20970676,298.564142813,3,0,5.202755130000014,1.7734969046512692
