,flow id:,first send:_no_sp,last send:_no_sp,last arrive:_no_sp,send num:_no_sp,receive num:_no_sp,send size:_no_sp,receive size:_no_sp,FCT:_no_sp,origin_pg:_no_sp,transfer delay:_no_sp,first send:_sp,last send:_sp,last arrive:_sp,send num:_sp,receive num:_sp,send size:_sp,receive size:_sp,FCT:_sp,origin_pg:_sp,transfer delay:_sp,FCT Change,FCT % Change
65,11:0:11 11:0:41 10075 100 17,2.008459533,83.23446522,83.342772308,31250,31331,1050000,1050000,81.334312775,3,0,2.008459533,83.601352385,83.669941601,31820,31901,1050000,1050000,81.661482068,3,0,0.3271692929999972,0.40225248340766745
66,11:0:11 11:0:41 10074 100 17,2.008440334,44.126229364,44.239141837,7768,7800,379564,379564,42.230701503,3,0,2.008440334,42.023467012,42.136387287,7216,7246,379564,379564,40.127946953,3,0,-2.1027545500000002,-4.979208194897317
67,11:0:11 11:0:41 10153 100 17,2.019173661,24.440701369,24.558530199,2493,2515,66038,66038,22.539356538,2,0,2.019173661,24.547256481,24.665149715,2516,2538,66038,66038,22.645976054,2,0,0.10661951599999853,0.47303708879286077
68,11:0:11 11:0:41 10138 100 17,2.017805475,7.106039255,7.24223402,196,201,8326,8326,5.224428545,1,0,2.017805475,5.627337152,5.627792349,179,181,8326,8326,3.609986874,1,0,-1.6144416710000002,-30.901784895595696
69,11:0:11 11:0:41 10233 100 17,2.033183188,4.769492842,4.920582459,79,81,8471,8471,2.887399271,1,0,2.033183188,5.576200693,5.576614285,82,85,8471,8471,3.543431097,1,0,0.656031826,22.720509511412146
70,11:0:11 11:0:41 10072 100 17,2.007899335,87.708934744,87.709396344,54026,54109,1049280,1049280,85.701497009,3,0,2.007899335,87.701114891,87.702127488,54217,54300,1049280,1049280,85.694228153,3,0,-0.007268855999996049,-0.008481597467582983
71,11:0:11 11:0:41 10064 100 17,2.005791142,83.335859926,83.41938709,31329,31410,1048716,1048716,81.413595948,3,0,2.005791142,83.726160656,83.787588492,31977,32058,1048716,1048716,81.78179735,3,0,0.36820140200001106,0.4522603352825571
72,11:0:11 11:0:41 10107 100 17,2.016086306,12.806518378,12.934531346,650,660,8251,8251,10.91844504,1,0,2.016086306,5.962936253,5.963290653,435,437,8251,8251,3.947204347,1,0,-6.971240693,-63.84829220150565
73,11:0:11 11:0:41 10069 100 17,2.006965738,83.231086431,83.339393519,31249,31330,1050000,1050000,81.332427781,3,0,2.006965738,83.597100398,83.666068812,31819,31900,1050000,1050000,81.659103074,3,0,0.32667529299999387,0.4016544223659682
74,11:0:11 11:0:41 10067 100 17,2.00635134,84.369177761,84.417116634,32870,32952,1049740,1049740,82.410765294,3,0,2.00635134,84.536457332,84.569469056,33374,33456,1049740,1049740,82.563117716,3,0,0.15235242199999277,0.18486956340773716
